gene_idx,frame,action_id,action_name,mario_x,mario_y,vel_x,vel_y,float_state,on_ground,delta_x
490,1960,9,Right+Jump+Run,2226,160,0,-4,1,0,0
491,1964,6,Run,2226,149,0,-2,1,0,0
492,1968,0,NOOP,2226,145,0,0,1,0,0
493,1972,11,Down,2226,147,0,1,1,0,0
494,1976,6,Run,2226,157,0,3,1,0,0
495,1980,1,Right,2226,173,2,4,1,0,0
496,1984,5,Left+Jump,2226,176,-2,0,0,1,0
497,1988,7,Right+Run,2226,176,2,0,0,1,0
498,1992,4,Right+Jump,2226,160,0,-4,1,0,0
499,1996,4,Right+Jump,2226,147,3,-3,1,0,0
500,2000,10,Left+Jump+Run,2226,136,0,-3,1,0,0
501,2004,6,Run,2226,128,0,-1,1,0,0
502,2008,4,Right+Jump,2226,128,0,1,1,0,0
503,2012,1,Right,2226,135,2,2,1,0,0
504,2016,9,Right+Jump+Run,2226,148,0,4,1,0,0
505,2020,0,NOOP,2226,165,0,4,1,0,0
506,2024,0,NOOP,2226,176,0,0,0,1,0
507,2028,9,Right+Jump+Run,2226,160,3,-4,1,0,0
508,2032,4,Right+Jump,2226,147,0,-3,1,0,0
509,2036,9,Right+Jump+Run,2226,136,3,-3,1,0,0
510,2040,9,Right+Jump+Run,2226,127,0,-2,1,0,0
511,2044,9,Right+Jump+Run,2226,119,2,-2,1,0,0
512,2048,9,Right+Jump+Run,2227,114,4,-1,1,0,1
513,2052,4,Right+Jump,2228,111,7,-1,1,0,1
514,2056,9,Right+Jump+Run,2230,110,9,0,1,0,2
515,2060,6,Run,2233,112,9,0,0,1,3
516,2064,6,Run,2233,112,0,0,0,1,0
517,2068,4,Right+Jump,2233,96,2,-4,1,0,0
518,2072,7,Right+Run,2234,85,4,-2,1,0,1
519,2076,9,Right+Jump+Run,2235,81,7,0,1,0,1
520,2080,4,Right+Jump,2237,83,9,1,1,0,2
521,2084,7,Right+Run,2240,93,11,3,1,0,3
522,2088,4,Right+Jump,2243,109,14,4,1,0,3
523,2092,3,Jump,2246,112,12,0,0,1,3
524,2096,4,Right+Jump,2250,112,14,0,0,1,4
525,2100,6,Run,2253,112,12,0,2,0,3
526,2104,7,Right+Run,2256,115,14,1,2,0,3
527,2108,11,Down,2260,124,14,3,2,0,4
528,2112,9,Right+Jump+Run,2264,128,18,0,0,1,4
529,2116,9,Right+Jump+Run,2269,128,21,0,2,0,5
530,2120,4,Right+Jump,2274,130,24,1,2,0,5
531,2124,9,Right+Jump+Run,2280,140,24,3,2,0,6
532,2128,9,Right+Jump+Run,2287,144,26,0,2,0,7
533,2132,1,Right,2294,148,30,2,2,0,7
534,2136,9,Right+Jump+Run,2302,159,33,3,2,0,8
535,2140,1,Right,2311,176,37,0,0,1,9
536,2144,4,Right+Jump,2320,156,40,-5,1,0,9
537,2148,4,Right+Jump,2330,140,40,-4,1,0,10
538,2152,1,Right,2340,128,40,-2,1,0,10
539,2156,9,Right+Jump+Run,2350,126,40,0,1,0,10
540,2160,11,Down,2360,132,40,3,1,0,10
541,2164,7,Right+Run,2370,147,40,4,1,0,10
542,2168,3,Jump,2370,160,0,0,0,1,0
543,2172,9,Right+Jump+Run,2370,160,3,0,0,1,0
544,2176,9,Right+Jump+Run,2370,160,2,0,0,1,0
545,2180,9,Right+Jump+Run,2370,160,0,0,0,1,0
546,2184,3,Jump,2370,160,0,0,0,1,0
547,2188,4,Right+Jump,2370,160,3,0,0,1,0
548,2192,4,Right+Jump,2370,160,0,0,0,1,0
549,2196,6,Run,2370,160,0,0,0,1,0
550,2200,2,Left,2369,160,-3,0,0,1,-1
551,2204,4,Right+Jump,2369,144,0,-4,1,0,0
552,2208,10,Left+Jump+Run,2368,131,-3,-3,1,0,-1
553,2212,8,Left+Run,2367,122,-5,-2,1,0,-1
554,2216,4,Right+Jump,2366,119,-3,0,1,0,-1
555,2220,9,Right+Jump+Run,2366,124,0,2,1,0,0
556,2224,4,Right+Jump,2367,136,3,4,1,0,1
557,2228,1,Right,2368,152,8,4,1,0,1
558,2232,4,Right+Jump,2370,160,0,0,0,1,2
559,2236,9,Right+Jump+Run,2370,160,3,0,0,1,0
560,2240,7,Right+Run,2370,160,1,0,0,1,0
561,2244,9,Right+Jump+Run,2370,144,4,-4,1,0,0
562,2248,1,Right,2372,133,6,-2,1,0,2
563,2252,10,Left+Jump+Run,2373,129,4,0,1,0,1
564,2256,4,Right+Jump,2374,131,6,1,1,0,1
565,2260,4,Right+Jump,2376,141,8,3,1,0,2
566,2264,4,Right+Jump,2378,144,11,0,0,1,2
567,2268,2,Left,2379,144,-3,0,0,1,1
568,2272,1,Right,2379,144,2,0,0,1,0
569,2276,6,Run,2379,144,0,0,0,1,0
570,2280,1,Right,2379,144,2,0,0,1,0
571,2284,7,Right+Run,2380,144,5,0,0,1,1
572,2288,4,Right+Jump,2382,128,8,-4,1,0,2
573,2292,1,Right,2384,117,10,-2,1,0,2
574,2296,8,Left+Run,2386,113,8,0,1,0,2
575,2300,9,Right+Jump+Run,2389,115,10,1,1,0,3
576,2304,2,Left,2391,125,8,3,1,0,2
577,2308,9,Right+Jump+Run,2393,128,11,0,0,1,2
578,2312,0,NOOP,2396,128,9,0,0,1,3
579,2316,10,Left+Jump+Run,2397,112,6,-4,1,0,1
580,2320,2,Left,2399,101,4,-2,1,0,2
581,2324,8,Left+Run,2399,97,2,0,1,0,0
582,2328,0,NOOP,2400,99,2,1,1,0,1
583,2332,1,Right,2401,109,4,3,1,0,1
584,2336,7,Right+Run,2402,125,6,4,1,0,1
585,2340,9,Right+Jump+Run,2402,128,1,0,0,1,0
586,2344,1,Right,2402,128,0,0,0,1,0
587,2348,7,Right+Run,2402,128,3,0,0,1,0
588,2352,11,Down,2402,128,0,0,0,1,0
589,2356,1,Right,2402,128,3,0,0,1,0
590,2360,9,Right+Jump+Run,2402,112,1,-4,1,0,0
591,2364,9,Right+Jump+Run,2402,99,3,-3,1,0,0
592,2368,1,Right,2403,90,6,-2,1,0,1
593,2372,9,Right+Jump+Run,2405,87,8,0,1,0,2
594,2376,1,Right,2408,92,10,2,1,0,3
595,2380,4,Right+Jump,2411,104,13,4,1,0,3
596,2384,9,Right+Jump+Run,2414,112,16,0,0,1,3
597,2388,6,Run,2418,112,13,0,0,1,4
598,2392,6,Run,2421,112,11,0,0,1,3
599,2396,11,Down,2421,112,0,0,0,1,0
600,2400,9,Right+Jump+Run,2422,96,2,-4,1,0,1
601,2404,5,Left+Jump,2422,83,0,-3,1,0,0
602,2408,4,Right+Jump,2422,72,2,-3,1,0,0
603,2412,6,Run,2422,64,2,-1,1,0,0
604,2416,11,Down,2423,64,2,1,1,0,1
605,2420,4,Right+Jump,2424,71,4,2,1,0,1
606,2424,1,Right,2425,84,7,4,1,0,1
607,2428,9,Right+Jump+Run,2427,101,9,4,1,0,2
608,2432,1,Right,2430,112,11,0,0,1,3
609,2436,9,Right+Jump+Run,2433,96,14,-4,1,0,3
610,2440,9,Right+Jump+Run,2437,83,16,-3,1,0,4
611,2444,9,Right+Jump+Run,2441,72,19,-3,1,0,4
612,2448,5,Left+Jump,2446,63,16,-2,1,0,5
613,2452,6,Run,2450,57,16,-1,1,0,4
614,2456,9,Right+Jump+Run,2454,59,19,1,1,0,4
615,2460,9,Right+Jump+Run,2459,67,21,3,1,0,5
616,2464,9,Right+Jump+Run,2465,82,23,4,1,0,6
617,2468,7,Right+Run,2471,99,24,4,1,0,6
618,2472,9,Right+Jump+Run,2477,112,25,0,0,1,6
619,2476,6,Run,2483,112,23,0,0,1,6
620,2480,9,Right+Jump+Run,2489,96,24,-4,1,0,6
621,2484,4,Right+Jump,2495,83,24,-4,1,0,6
622,2488,7,Right+Run,2501,73,24,-2,1,0,6
623,2492,8,Left+Run,2506,69,22,-1,1,0,5
624,2496,4,Right+Jump,2512,71,24,1,1,0,6
625,2500,9,Right+Jump+Run,2518,79,24,2,1,0,6
626,2504,8,Left+Run,2524,93,22,4,1,0,6
627,2508,9,Right+Jump+Run,2530,110,24,4,1,0,6
628,2512,1,Right,2536,126,24,4,1,0,6
629,2516,4,Right+Jump,2542,143,24,4,1,0,6
630,2520,10,Left+Jump+Run,2547,160,22,4,1,0,5
631,2524,4,Right+Jump,2553,176,24,0,0,1,6
632,2528,2,Left,2559,176,20,0,0,1,6
633,2532,9,Right+Jump+Run,2564,160,24,-4,1,0,5
634,2536,9,Right+Jump+Run,2570,147,24,-4,1,0,6
635,2540,1,Right,2576,137,24,-2,1,0,6
636,2544,9,Right+Jump+Run,2582,133,24,-1,1,0,6
637,2548,9,Right+Jump+Run,2588,135,24,1,1,0,6
638,2552,1,Right,2594,143,24,2,1,0,6
639,2556,7,Right+Run,2601,144,27,0,0,1,7
640,2560,1,Right,2608,144,31,0,0,1,7
641,2564,1,Right,2616,144,34,0,0,1,8
642,2568,1,Right,2623,144,24,0,0,1,7
643,2572,4,Right+Jump,2629,128,24,-4,1,0,6
644,2576,0,NOOP,2635,116,24,-3,1,0,6
645,2580,1,Right,2641,110,24,-1,1,0,6
646,2584,6,Run,2647,111,24,0,1,0,6
647,2588,9,Right+Jump+Run,2653,117,24,2,1,0,6
648,2592,4,Right+Jump,2659,129,24,3,1,0,6
649,2596,1,Right,2665,146,24,4,1,0,6
650,2600,8,Left+Run,2671,162,22,4,1,0,6
651,2604,6,Run,2676,176,22,0,0,1,5
652,2608,1,Right,2682,176,24,0,0,1,6
653,2612,8,Left+Run,2688,176,20,0,0,1,6
654,2616,4,Right+Jump,2693,160,24,-4,1,0,5
655,2620,4,Right+Jump,2699,147,24,-4,1,0,6
656,2624,9,Right+Jump+Run,2705,141,24,0,1,0,6
657,2628,0,NOOP,2711,147,24,2,1,0,6
658,2632,8,Left+Run,2717,159,20,3,1,0,6
659,2636,7,Right+Run,2722,176,24,0,0,1,5
660,2640,4,Right+Jump,2728,160,24,-4,1,0,6
661,2644,1,Right,2734,148,24,-3,1,0,6
662,2648,7,Right+Run,2740,142,24,-1,1,0,6
663,2652,9,Right+Jump+Run,2746,143,24,0,1,0,6
664,2656,7,Right+Run,2752,149,24,2,1,0,6
665,2660,9,Right+Jump+Run,2758,161,24,3,1,0,6
666,2664,1,Right,2764,162,24,-4,1,0,6
667,2668,0,NOOP,2770,151,24,-2,1,0,6
668,2672,1,Right,2776,146,24,-1,1,0,6
669,2676,9,Right+Jump+Run,2782,147,24,1,1,0,6
670,2680,4,Right+Jump,2788,155,24,2,1,0,6
671,2684,9,Right+Jump+Run,2794,168,24,4,1,0,6
672,2688,9,Right+Jump+Run,2801,176,27,0,0,1,7
673,2692,9,Right+Jump+Run,2808,176,30,0,0,1,7
674,2696,9,Right+Jump+Run,2816,176,34,0,0,1,8
675,2700,7,Right+Run,2825,176,37,0,0,1,9
676,2704,3,Jump,2834,156,37,-5,1,0,9
677,2708,0,NOOP,2844,142,37,-3,1,0,10
678,2712,3,Jump,2853,137,37,0,1,0,9
679,2716,7,Right+Run,2863,141,40,2,1,0,10
680,2720,1,Right,2871,144,24,0,0,1,8
681,2724,4,Right+Jump,2877,128,24,-4,1,0,6
682,2728,9,Right+Jump+Run,2883,115,24,-4,1,0,6
683,2732,0,NOOP,2889,105,24,-2,1,0,6
684,2736,9,Right+Jump+Run,2895,101,24,-1,1,0,6
685,2740,9,Right+Jump+Run,2901,103,24,1,1,0,6
686,2744,9,Right+Jump+Run,2907,111,24,2,1,0,6
687,2748,9,Right+Jump+Run,2913,125,24,4,1,0,6
688,2752,1,Right,2914,142,0,4,1,0,1
689,2756,4,Right+Jump,2914,144,2,0,0,1,0
690,2760,7,Right+Run,2914,144,0,0,0,1,0
691,2764,9,Right+Jump+Run,2914,128,2,-4,1,0,0
692,2768,9,Right+Jump+Run,2915,115,5,-3,1,0,1
693,2772,9,Right+Jump+Run,2917,104,7,-3,1,0,2
694,2776,9,Right+Jump+Run,2919,95,9,-2,1,0,2
695,2780,4,Right+Jump,2921,87,12,-2,1,0,2
696,2784,0,NOOP,2924,84,12,0,1,0,3
697,2788,9,Right+Jump+Run,2928,88,14,2,1,0,4
698,2792,9,Right+Jump+Run,2932,98,17,3,1,0,4
699,2796,1,Right,2936,112,19,0,0,1,4
700,2800,4,Right+Jump,2941,96,21,-4,1,0,5
701,2804,11,Down,2947,84,21,-3,1,0,6
702,2808,9,Right+Jump+Run,2952,78,24,-1,1,0,5
703,2812,4,Right+Jump,2958,79,24,0,1,0,6
704,2816,2,Left,2963,85,0,2,1,0,5
705,2820,9,Right+Jump+Run,2962,96,1,0,0,1,-1
706,2824,9,Right+Jump+Run,2962,96,0,0,0,1,0
707,2828,0,NOOP,2962,96,0,0,0,1,0
708,2832,4,Right+Jump,2962,80,2,-4,1,0,0
709,2836,1,Right,2963,69,4,-2,1,0,1
710,2840,7,Right+Run,2964,65,7,0,1,0,1
711,2844,4,Right+Jump,2966,67,9,1,1,0,2
712,2848,4,Right+Jump,2969,77,11,3,1,0,3
713,2852,9,Right+Jump+Run,2972,80,15,0,0,1,3
714,2856,9,Right+Jump+Run,2976,80,18,0,0,1,4
715,2860,8,Left+Run,2978,80,-1,0,0,1,2
716,2864,1,Right,2978,80,0,0,0,1,0
717,2868,7,Right+Run,2978,80,3,0,0,1,0
718,2872,9,Right+Jump+Run,2979,64,6,-4,1,0,1
719,2876,9,Right+Jump+Run,2981,51,8,-3,1,0,2
720,2880,7,Right+Run,2983,42,10,-2,1,0,2
721,2884,9,Right+Jump+Run,2986,39,13,0,1,0,3
722,2888,10,Left+Jump+Run,2989,44,10,2,1,0,3
723,2892,9,Right+Jump+Run,2992,56,13,4,1,0,3
724,2896,8,Left+Run,2994,64,0,0,0,1,2
725,2900,4,Right+Jump,2994,48,3,-4,1,0,0
726,2904,1,Right,2995,37,8,-2,1,0,1
727,2908,9,Right+Jump+Run,2998,33,13,0,1,0,3
728,2912,9,Right+Jump+Run,3002,35,17,1,1,0,4
729,2916,3,Jump,3006,45,17,3,1,0,4
730,2920,8,Left+Run,3010,48,13,0,0,1,4
731,2924,4,Right+Jump,3014,32,17,-4,1,0,4
732,2928,4,Right+Jump,3019,19,22,-3,1,0,5
733,2932,1,Right,3025,10,24,-2,1,0,6
734,2936,9,Right+Jump+Run,3031,7,24,0,1,0,6
735,2940,9,Right+Jump+Run,3037,12,24,2,1,0,6
736,2944,9,Right+Jump+Run,3043,24,24,4,1,0,6
737,2948,6,Run,3049,40,24,4,1,0,6
738,2952,9,Right+Jump+Run,3055,57,24,4,1,0,6
739,2956,7,Right+Run,3061,74,24,4,1,0,6
740,2960,4,Right+Jump,3067,91,24,4,1,0,6
741,2964,6,Run,3073,108,24,4,1,0,6
742,2968,6,Run,3079,125,24,4,1,0,6
743,2972,9,Right+Jump+Run,3085,142,24,4,1,0,6
744,2976,4,Right+Jump,3091,159,24,4,1,0,6
745,2980,9,Right+Jump+Run,3097,175,24,4,1,0,6
746,2984,7,Right+Run,3103,176,27,0,0,1,6
