timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-28T00:19:06.171541,3,100,60.0,20093.984375,1687.0,15.0,0.0,0.0,0.0,0.0,593227.1733398438,29.0,0.0
2026-03-28T00:19:32.358757,5,200,60.0,20116.05859375,1674.0,19.0,8.2,0.0,0.0,0.0,593253.0698242188,29.0,0.0
2026-03-28T00:24:13.266817,30,300,60.0,12954.3359375,1655.0,23.0,8.8,0.0,0.0,0.0,593611.9770507812,29.0,0.0
2026-03-28T00:33:59.413732,82,400,60.0,6336.0625,1890.0,14.000000000000002,11.7,0.0,0.0,0.0,594410.7490234375,29.0,0.0
2026-03-28T01:10:44.468031,249,500,60.0,8840.49609375,1899.0,15.0,14.0,0.0,0.0,0.0,597216.3803710938,29.0,0.0
2026-03-28T01:10:51.135352,249,600,60.0,8862.7109375,1899.0,14.000000000000002,4.9,0.0,0.0,0.0,597222.2592773438,29.0,0.0
2026-03-28T01:10:57.796264,249,700,60.0,8884.7734375,1899.0,15.0,3.1,0.0,0.0,0.0,597228.7045898438,29.0,0.0
2026-03-28T02:52:27.649707,599,800,60.0,18308.78125,1913.0,15.0,15.3,0.0,0.0,0.0,604949.5732421875,29.0,0.0
2026-03-28T02:55:52.208242,608,900,60.0,18707.671875,1890.0,15.0,16.0,0.0,0.0,0.0,605218.349609375,29.0,0.0
2026-03-28T05:53:35.058770,1162,1000,60.0,20626.80859375,1889.0,15.0,15.8,0.0,0.0,0.0,620218.9477539062,29.0,0.0
2026-03-28T05:53:41.721874,1162,1100,60.0,20648.90234375,1889.0,15.0,7.7,0.0,0.0,0.0,620226.4399414062,29.0,0.0
2026-03-28T05:53:48.371350,1162,1200,60.0,20671.22265625,1889.0,23.0,6.6,0.0,0.0,0.0,620232.4829101562,29.0,0.0
2026-03-28T05:53:55.031655,1162,1300,60.0,20693.36328125,1913.0,5.0,5.9,0.0,0.0,0.0,620241.0571289062,29.0,0.0
2026-03-28T05:54:01.718303,1162,1400,60.0,20715.42578125,1913.0,17.0,6.8,0.0,0.0,0.0,620251.5375976562,29.0,0.0
2026-03-28T05:54:08.369286,1162,1500,60.0,20737.76171875,1913.0,19.0,6.6,0.0,0.0,0.0,620257.9633789062,29.0,0.0
2026-03-28T05:54:15.037037,1162,1600,60.0,20760.1015625,1913.0,15.0,7.5,0.0,0.0,0.0,620264.0961914062,29.0,0.0
2026-03-28T05:54:21.697260,1162,1700,60.0,20782.33203125,1899.0,19.0,9.2,0.0,0.0,0.0,620289.9750976562,29.0,0.0
