timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-16T22:41:23.603155,1,1700,60.0,679.07421875,5761.0,17.0,7.7,0.0,0.0,0.0,118708.3955078125,27.0,0.0
2026-03-16T22:41:30.276706,1,1800,60.0,679.06640625,5761.0,16.0,8.0,0.0,0.0,0.0,118709.2470703125,27.0,0.0
2026-03-16T22:41:36.937950,1,1900,60.0,679.08203125,5761.0,19.0,9.6,0.0,0.0,0.0,118709.4462890625,27.0,0.0
2026-03-16T22:41:43.614876,1,2000,60.0,679.1015625,5761.0,16.0,10.1,0.0,0.0,0.0,118709.7587890625,27.0,0.0
2026-03-16T22:41:50.239286,1,2100,60.0,679.1171875,5761.0,17.0,9.9,0.0,0.0,0.0,118710.0048828125,27.0,0.0
2026-03-16T22:41:56.900848,1,2200,60.0,679.140625,5761.0,20.0,8.9,0.0,0.0,0.0,118710.1259765625,27.0,0.0
2026-03-16T22:42:03.552407,1,2300,60.0,679.15625,5761.0,16.0,8.7,0.0,0.0,0.0,118725.1728515625,27.0,0.0
2026-03-16T22:42:10.230287,1,2400,60.0,679.171875,5755.0,18.0,7.5,0.0,0.0,0.0,118725.2900390625,27.0,0.0
2026-03-16T22:47:37.728265,3,2500,60.0,679.44140625,5747.0,17.0,9.2,0.0,0.0,0.0,118800.919921875,27.0,0.0
2026-03-16T22:47:44.387172,3,2600,60.0,679.45703125,5747.0,16.0,8.2,0.0,0.0,0.0,118801.154296875,27.0,0.0
2026-03-16T22:47:51.050304,3,2700,60.0,679.4765625,5747.0,18.0,10.3,0.0,0.0,0.0,118801.638671875,27.0,0.0
2026-03-16T22:47:57.725724,3,2800,60.0,679.49609375,5747.0,17.0,9.6,0.0,0.0,0.0,118801.970703125,27.0,0.0
2026-03-16T22:48:04.405501,3,2900,60.0,679.51171875,5747.0,16.0,8.7,0.0,0.0,0.0,118803.740234375,27.0,0.0
2026-03-16T22:48:11.070780,3,3000,60.0,679.52734375,5747.0,16.0,8.2,0.0,0.0,0.0,118803.974609375,27.0,0.0
2026-03-16T22:48:17.727435,3,3100,60.0,679.54296875,5747.0,16.0,8.4,0.0,0.0,0.0,118804.275390625,27.0,0.0
2026-03-16T22:48:24.390142,3,3200,60.0,679.55859375,5747.0,16.0,9.2,0.0,0.0,0.0,118858.923828125,27.0,0.0
2026-03-16T22:48:31.051230,3,3300,60.0,679.57421875,5747.0,17.0,8.9,0.0,0.0,0.0,118859.072265625,27.0,0.0
2026-03-16T22:48:37.736568,3,3400,60.0,679.58984375,5747.0,16.0,6.6,0.0,0.0,0.0,118859.361328125,27.0,0.0
2026-03-16T22:48:44.384531,3,3500,60.0,679.66015625,5747.0,17.0,8.9,0.0,0.0,0.0,118859.751953125,27.0,0.0
2026-03-16T23:14:00.000081,13,3600,60.0,680.21484375,5746.0,16.0,8.8,0.0,0.0,0.0,119064.6416015625,27.0,0.0
2026-03-16T23:14:06.645739,13,3700,60.0,680.23046875,5746.0,17.0,8.9,0.0,0.0,0.0,119064.9345703125,27.0,0.0
2026-03-16T23:14:13.279723,13,3800,60.0,680.24609375,5784.0,3.0,4.9,0.0,0.0,0.0,119065.8095703125,27.0,0.0
2026-03-16T23:14:19.946260,13,3900,60.0,680.26171875,5784.0,17.0,5.2,0.0,0.0,0.0,119081.0751953125,27.0,0.0
2026-03-16T23:14:26.607376,13,4000,60.0,680.27734375,5784.0,16.0,10.3,0.0,0.0,0.0,119081.60791015625,27.0,0.0
2026-03-16T23:14:33.260369,13,4100,60.0,680.29296875,5784.0,18.0,9.2,0.0,0.0,0.0,119081.78369140625,27.0,0.0
2026-03-16T23:14:39.928811,13,4200,60.0,680.30859375,5784.0,18.0,8.5,0.0,0.0,0.0,119081.91259765625,27.0,0.0
2026-03-16T23:14:46.591022,13,4300,60.0,680.32421875,5784.0,16.0,7.7,0.0,0.0,0.0,119082.71728515625,27.0,0.0
2026-03-16T23:14:53.252844,13,4400,60.0,680.39453125,5784.0,17.0,10.3,0.0,0.0,0.0,119082.91259765625,27.0,0.0
2026-03-16T23:14:59.885741,13,4500,60.0,680.39453125,5784.0,17.0,8.5,0.0,0.0,0.0,119083.24853515625,27.0,0.0
