timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-16T22:39:37.016137,1,100,60.0,678.69140625,5799.0,16.0,0.0,0.0,0.0,0.0,118688.8505859375,27.0,0.0
2026-03-16T22:39:43.667938,1,200,60.0,678.70703125,5799.0,18.0,8.5,0.0,0.0,0.0,118689.6259765625,27.0,0.0
2026-03-16T22:39:50.328212,1,300,60.0,678.73046875,5799.0,18.0,9.4,0.0,0.0,0.0,118704.2783203125,27.0,0.0
2026-03-16T22:39:56.988200,1,400,60.0,678.75390625,5799.0,20.0,8.2,0.0,0.0,0.0,118704.4111328125,27.0,0.0
2026-03-16T22:40:03.650773,1,500,60.0,678.8046875,5799.0,16.0,7.5,0.0,0.0,0.0,118704.6962890625,27.0,0.0
2026-03-16T22:40:10.316188,1,600,60.0,678.84765625,5789.0,16.0,8.0,0.0,0.0,0.0,118705.5361328125,27.0,0.0
2026-03-16T22:40:16.977874,1,700,60.0,678.81640625,5770.0,19.0,9.2,0.0,0.0,0.0,118705.9775390625,27.0,0.0
2026-03-16T22:40:23.637284,1,800,60.0,678.83984375,5770.0,17.0,9.8,0.0,0.0,0.0,118706.3642578125,27.0,0.0
2026-03-16T22:40:30.293508,1,900,60.0,678.86328125,5770.0,17.0,8.0,0.0,0.0,0.0,118706.6923828125,27.0,0.0
2026-03-16T22:40:36.967957,1,1000,60.0,678.87890625,5770.0,19.0,8.9,0.0,0.0,0.0,118706.7978515625,27.0,0.0
2026-03-16T22:40:43.627021,1,1100,60.0,678.8984375,5770.0,16.0,9.6,0.0,0.0,0.0,118707.2626953125,27.0,0.0
2026-03-16T22:40:50.311402,1,1200,60.0,678.96484375,5770.0,16.0,9.8,0.0,0.0,0.0,118707.3486328125,27.0,0.0
2026-03-16T22:40:56.981520,1,1300,60.0,678.96875,5770.0,19.0,10.1,0.0,0.0,0.0,118707.5595703125,27.0,0.0
2026-03-16T22:41:03.635781,1,1400,60.0,678.97265625,5770.0,17.0,7.7,0.0,0.0,0.0,118707.7900390625,27.0,0.0
2026-03-16T22:41:10.296221,1,1500,60.0,679.0390625,5762.0,17.0,7.0,0.0,0.0,0.0,118708.0361328125,27.0,0.0
2026-03-16T22:41:16.955215,1,1600,60.0,679.0390625,5761.0,19.0,8.2,0.0,0.0,0.0,118708.1767578125,27.0,0.0
