timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-17T15:32:49.887209,1,100,60.0,678.390625,5701.0,18.0,0.0,0.0,0.0,0.0,30292.0537109375,39.0,0.0
2026-03-17T15:32:56.555580,1,200,60.0,678.40625,5701.0,17.0,9.6,0.0,0.0,0.0,30292.3466796875,39.0,0.0
2026-03-17T15:33:03.224697,1,300,60.0,678.4296875,5701.0,17.0,9.6,0.0,0.0,0.0,30292.5693359375,39.0,0.0
2026-03-17T15:33:09.872426,1,400,60.0,678.45703125,5701.0,16.0,8.2,0.0,0.0,0.0,30292.9404296875,39.0,0.0
2026-03-17T15:33:16.532374,1,500,60.0,678.41796875,5701.0,16.0,9.2,0.0,0.0,0.0,30293.1005859375,39.0,0.0
2026-03-17T15:33:23.180051,1,600,60.0,678.4375,5701.0,16.0,8.7,0.0,0.0,0.0,30293.3583984375,39.0,0.0
2026-03-17T15:33:29.859645,1,700,60.0,678.4609375,5697.0,17.0,8.4,0.0,0.0,0.0,30294.2998046875,39.0,0.0
2026-03-17T15:35:13.065122,3,800,60.0,679.32421875,5696.0,16.0,8.4,0.0,0.0,0.0,30329.8037109375,39.0,0.0
2026-03-17T15:35:19.727441,3,900,60.0,679.34375,5696.0,16.0,8.7,0.0,0.0,0.0,30334.2451171875,39.0,0.0
2026-03-17T15:35:26.381827,3,1000,60.0,679.36328125,5696.0,18.0,8.9,0.0,0.0,0.0,30334.5693359375,39.0,0.0
2026-03-17T15:35:33.029781,3,1100,60.0,679.37890625,5696.0,17.0,8.9,0.0,0.0,0.0,30334.8037109375,39.0,0.0
2026-03-17T15:35:39.695725,3,1200,60.0,679.3984375,5696.0,16.0,7.5,0.0,0.0,0.0,30335.0927734375,39.0,0.0
2026-03-17T15:35:46.342070,3,1300,60.0,679.4296875,5696.0,18.0,9.4,0.0,0.0,0.0,30335.4052734375,39.0,0.0
2026-03-17T15:38:57.138760,7,1400,60.0,679.359375,5868.0,16.0,7.9,0.0,0.0,0.0,31720.65869140625,39.0,0.0
2026-03-17T15:42:14.115025,9,1500,60.0,679.55859375,5843.0,17.0,8.9,0.0,0.0,0.0,31844.9619140625,39.0,0.0
2026-03-17T15:42:20.801428,9,1600,60.0,679.57421875,5843.0,17.0,8.2,0.0,0.0,0.0,31845.3876953125,39.0,0.0
2026-03-17T15:42:27.470581,9,1700,60.0,679.57421875,5843.0,17.0,10.1,0.0,0.0,0.0,31845.8095703125,39.0,0.0
2026-03-17T15:42:34.125061,9,1800,60.0,679.58203125,5843.0,16.0,7.8,0.0,0.0,0.0,31846.1611328125,39.0,0.0
2026-03-17T15:42:40.780919,9,1900,60.0,679.59765625,5843.0,16.0,7.3,0.0,0.0,0.0,31847.3291015625,39.0,0.0
2026-03-17T15:42:47.424031,9,2000,60.0,679.61328125,5843.0,19.0,8.7,0.0,0.0,0.0,31847.5947265625,39.0,0.0
2026-03-17T15:42:54.085682,9,2100,60.0,679.62890625,5843.0,16.0,8.0,0.0,0.0,0.0,31847.9736328125,39.0,0.0
2026-03-17T15:43:00.729781,9,2200,60.0,679.64453125,5843.0,15.0,7.5,0.0,0.0,0.0,31848.2705078125,39.0,0.0
2026-03-17T15:43:07.411336,9,2300,60.0,679.6640625,5843.0,16.0,9.2,0.0,0.0,0.0,31848.7158203125,39.0,0.0
2026-03-17T15:43:14.050793,9,2400,60.0,679.68359375,5843.0,16.0,9.2,0.0,0.0,0.0,31849.1337890625,39.0,0.0
