timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-25T18:21:38.878332,1,100,60.0,11481.57421875,1820.0,15.0,0.0,0.0,0.0,0.0,375358.87109375,29.0,0.0
2026-03-25T18:22:47.070668,8,200,60.0,11500.99609375,1822.0,15.0,6.7,0.0,0.0,0.0,375414.59326171875,29.0,0.0
2026-03-25T18:27:31.112784,33,300,60.0,11524.06640625,1794.0,20.0,7.0,0.0,0.0,0.0,375504.16796875,29.0,0.0
2026-03-25T18:30:42.413185,49,400,60.0,11546.28515625,1792.0,19.0,8.7,0.0,0.0,0.0,375561.1025390625,29.0,0.0
2026-03-25T19:15:19.187664,282,500,60.0,12172.0234375,2042.0,17.0,9.7,0.0,0.0,0.0,376320.34130859375,29.0,0.0
2026-03-25T19:49:44.756572,434,600,60.0,12189.23828125,2029.0,15.0,12.0,0.0,0.0,0.0,376888.193359375,29.0,0.0
2026-03-25T19:49:51.396747,434,700,60.0,12211.36328125,2029.0,15.0,5.6,0.0,0.0,0.0,376888.619140625,29.0,0.0
2026-03-25T19:49:58.064144,434,800,60.0,12233.57421875,2029.0,17.0,5.9,0.0,0.0,0.0,376888.791015625,29.0,0.0
2026-03-25T23:12:17.447580,1103,900,60.0,12267.8203125,2036.0,15.0,14.0,0.0,0.0,0.0,441172.57470703125,29.0,0.0
2026-03-25T23:12:24.138501,1103,1000,60.0,12289.88671875,2036.0,18.0,6.8,0.0,0.0,0.0,441173.69970703125,29.0,0.0
2026-03-25T23:12:30.772055,1103,1100,60.0,12312.0234375,2036.0,17.0,6.6,0.0,0.0,0.0,441173.93017578125,29.0,0.0
2026-03-25T23:12:37.462000,1103,1200,60.0,12334.15234375,2036.0,17.0,7.0,0.0,0.0,0.0,441174.48486328125,29.0,0.0
