timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-22T22:14:12.955587,4,100,60.0,11490.45703125,1520.0,16.0,0.0,0.0,0.0,0.0,267330.46826171875,29.0,0.0
2026-03-22T22:16:59.057265,23,200,60.0,11512.13671875,1519.0,16.0,11.0,0.0,0.0,0.0,267366.892578125,29.0,0.0
2026-03-22T22:22:17.640004,55,300,60.0,11746.80859375,1588.0,16.0,10.5,0.0,0.0,0.0,268195.40185546875,29.0,0.0
2026-03-22T22:32:11.343189,104,400,60.0,12180.609375,1758.0,17.0,15.4,0.0,0.0,0.0,268355.6162109375,29.0,0.0
2026-03-22T22:55:52.416831,225,500,60.0,12212.75,1764.0,18.0,16.5,0.0,0.0,0.0,268751.81298828125,29.0,0.0
2026-03-22T23:36:24.516931,380,600,60.0,12249.84765625,1753.0,16.0,19.0,0.0,0.0,0.0,270673.2998046875,29.0,0.0
2026-03-22T23:36:31.167262,380,700,60.0,12271.91015625,1753.0,17.0,10.3,0.0,0.0,0.0,270673.6279296875,29.0,0.0
2026-03-23T00:11:12.983045,507,800,60.0,12295.69140625,1755.0,17.0,18.8,0.0,0.0,0.0,271361.04296875,29.0,0.0
2026-03-23T01:31:01.334452,767,900,60.0,12344.60546875,1754.0,16.0,19.7,0.0,0.0,0.0,272632.65283203125,29.0,0.0
2026-03-23T01:31:07.987781,767,1000,60.0,12366.6484375,1754.0,16.0,13.4,0.0,0.0,0.0,272633.67626953125,29.0,0.0
2026-03-23T03:23:20.289463,1094,1100,60.0,12407.5625,1754.0,16.0,21.1,0.0,0.0,0.0,274710.36572265625,29.0,0.0
2026-03-23T04:03:20.179710,1221,1200,60.0,12442.140625,1759.0,21.0,20.7,0.0,0.0,0.0,275337.279296875,29.0,0.0
2026-03-23T04:03:26.846081,1221,1300,60.0,12464.296875,1759.0,18.0,14.3,0.0,0.0,0.0,275337.689453125,29.0,0.0
2026-03-23T04:03:33.511274,1221,1400,60.0,12486.34765625,1759.0,18.0,13.6,0.0,0.0,0.0,275338.271484375,29.0,0.0
2026-03-23T04:03:40.284065,1221,1500,60.0,12508.51171875,1759.0,18.0,15.7,0.0,0.0,0.0,275339.5908203125,29.0,0.0
2026-03-23T04:03:46.949500,1221,1600,60.0,12530.62109375,1759.0,21.0,11.9,0.0,0.0,0.0,275340.6533203125,29.0,0.0
2026-03-23T04:03:53.599729,1221,1700,60.0,12553.4921875,1759.0,21.0,17.9,0.0,0.0,0.0,275341.5126953125,29.0,0.0
2026-03-23T04:04:00.250992,1221,1800,60.0,12575.60546875,1759.0,16.0,12.9,0.0,0.0,0.0,275341.9892578125,29.0,0.0
2026-03-23T04:04:06.904412,1221,1900,60.0,12597.84375,1759.0,18.0,12.9,0.0,0.0,0.0,275343.8564453125,29.0,0.0
2026-03-23T04:04:13.564437,1221,2000,60.0,12620.66796875,1759.0,16.0,16.0,0.0,0.0,0.0,275344.3564453125,29.0,0.0
2026-03-23T04:04:20.212978,1221,2100,60.0,12642.8203125,1759.0,19.0,16.4,0.0,0.0,0.0,275345.3603515625,29.0,0.0
2026-03-23T04:04:26.883178,1221,2200,60.0,12665.00390625,1759.0,16.0,16.4,0.0,0.0,0.0,275345.8251953125,29.0,0.0
2026-03-23T04:04:33.541822,1221,2300,60.0,12687.1796875,1759.0,25.0,13.6,0.0,0.0,0.0,275365.6181640625,29.0,0.0
