timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-28T20:32:15.701781,1,100,60.0,20095.12890625,1799.0,15.0,0.0,0.0,0.0,0.0,699333.6572265625,29.0,0.0
2026-03-28T20:32:22.361638,1,200,60.0,20117.38671875,1799.0,15.0,4.5,0.0,0.0,0.0,699339.8798828125,29.0,0.0
2026-03-28T20:36:27.565164,24,300,60.0,20137.75390625,1773.0,19.0,8.6,0.0,0.0,0.0,699895.5375976562,29.0,0.0
2026-03-28T20:36:34.248591,24,400,60.0,20159.8125,1773.0,18.0,7.3,0.0,0.0,0.0,700091.587890625,29.0,0.0
2026-03-28T20:53:38.245049,114,500,60.0,20151.109375,1993.0,15.0,12.8,0.0,0.0,0.0,727882.5322265625,29.0,0.0
2026-03-28T21:59:37.442792,388,600,60.0,20655.49609375,1995.0,15.0,14.9,0.0,0.0,0.0,738466.009765625,29.0,0.0
2026-03-28T21:59:44.140047,388,700,60.0,20677.58984375,1995.0,15.0,7.0,0.0,0.0,0.0,738473.6044921875,29.0,0.0
2026-03-28T22:03:41.070366,400,800,60.0,20698.65234375,2006.0,19.0,16.0,0.0,0.0,0.0,738788.2602539062,29.0,0.0
2026-03-28T22:03:47.832626,400,900,60.0,20721.1640625,2006.0,16.0,5.8,0.0,0.0,0.0,738846.939453125,29.0,0.0
2026-03-28T22:03:54.486585,400,1000,60.0,20743.3671875,1991.0,15.0,7.7,0.0,0.0,0.0,738854.248046875,29.0,0.0
2026-03-28T22:04:01.140879,400,1100,60.0,20765.4453125,1991.0,16.0,6.8,0.0,0.0,0.0,738860.388671875,29.0,0.0
