timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-19T23:45:51.618983,1,100,60.0,11456.83203125,1299.0,15.0,0.0,0.0,0.0,0.0,132742.859375,29.0,0.0
2026-03-19T23:45:58.331389,1,200,60.0,11456.859375,1290.0,15.0,4.6,0.0,0.0,0.0,132744.392578125,29.0,0.0
2026-03-19T23:46:04.996354,1,300,60.0,11456.8828125,1290.0,15.0,8.2,0.0,0.0,0.0,132745.228515625,29.0,0.0
2026-03-19T23:46:11.641214,1,400,60.0,11456.8515625,1290.0,15.0,4.9,0.0,0.0,0.0,132745.916015625,29.0,0.0
2026-03-20T00:00:35.060117,88,500,60.0,12078.9375,1533.0,28.000000000000004,26.0,0.0,0.0,0.0,133104.0517578125,29.0,0.0
2026-03-20T00:30:58.011978,214,600,60.0,12080.1171875,1553.0,28.000000000000004,50.5,0.0,0.0,0.0,133797.2236328125,29.0,0.0
2026-03-20T00:31:04.788325,214,700,60.0,12066.31640625,1553.0,28.000000000000004,53.2,0.0,0.0,0.0,133798.7275390625,29.0,0.0
2026-03-20T00:53:30.544720,293,800,60.0,12080.80859375,1547.0,32.0,50.6,0.0,0.0,0.0,134356.291015625,29.0,0.0
2026-03-20T00:53:37.482642,293,900,60.0,12067.01171875,1547.0,42.0,52.0,0.0,0.0,0.0,134359.611328125,29.0,0.0
2026-03-20T01:38:02.136810,442,1000,60.0,12081.55078125,1553.0,27.0,50.7,0.0,0.0,0.0,135471.6015625,29.0,0.0
2026-03-20T02:15:54.143942,541,1100,60.0,12070.67578125,1543.0,28.999999999999996,50.7,0.0,0.0,0.0,136389.89599609375,29.0,0.0
2026-03-20T02:34:58.963354,591,1200,60.0,12084.5703125,1549.0,28.000000000000004,50.8,0.0,0.0,0.0,136826.65380859375,29.0,0.0
2026-03-20T02:42:28.359899,609,1300,60.0,12070.828125,1549.0,41.0,50.6,0.0,0.0,0.0,136982.20654296875,29.0,0.0
2026-03-20T02:42:35.074195,609,1400,60.0,12084.65234375,1549.0,28.000000000000004,58.8,0.0,0.0,0.0,136983.55029296875,29.0,0.0
2026-03-20T03:16:02.962983,707,1500,60.0,12085.0078125,1543.0,46.0,50.8,0.0,0.0,0.0,138131.1865234375,29.0,0.0
2026-03-20T03:16:09.691438,707,1600,60.0,12071.2109375,1543.0,28.000000000000004,54.3,0.0,0.0,0.0,138132.5146484375,29.0,0.0
2026-03-20T03:16:16.493784,707,1700,60.0,12085.0390625,1543.0,48.0,50.8,0.0,0.0,0.0,138133.9287109375,29.0,0.0
2026-03-20T03:16:23.180698,707,1800,60.0,12085.0546875,1543.0,28.999999999999996,49.3,0.0,0.0,0.0,138135.3115234375,29.0,0.0
2026-03-20T08:33:45.732117,1862,1900,60.0,12069.71875,1564.0,30.0,50.9,0.0,0.0,0.0,150969.5908203125,29.0,0.0
2026-03-20T08:33:52.801069,1862,2000,60.0,12069.734375,1564.0,28.000000000000004,51.7,0.0,0.0,0.0,150970.8447265625,29.0,0.0
2026-03-20T08:33:59.902537,1862,2100,60.0,12069.7890625,1564.0,23.0,51.6,0.0,0.0,0.0,150972.2744140625,29.0,0.0
2026-03-20T08:34:07.033620,1862,2200,60.0,12069.80078125,1564.0,27.0,52.6,0.0,0.0,0.0,150974.0087890625,29.0,0.0
2026-03-20T08:34:14.027456,1862,2300,60.0,12069.81640625,1564.0,27.0,50.7,0.0,0.0,0.0,150975.2822265625,29.0,0.0
