timestamp,episode,step,frame_id,sync_delay_ms,desync_detected,recovery_time_ms,frame_drops,buffer_size,lua_timestamp,python_timestamp,clock_drift_ms
2026-03-16T21:03:58.768618,1,0,23,138.51690292358398,False,0.0,0,1,1773713038768,1773713038768,0
2026-03-16T21:04:05.389526,1,100,423,9.311676025390625,False,0.0,0,1,1773713045389,1773713045389,0
2026-03-16T21:04:12.037974,1,200,823,7.5836181640625,False,0.0,0,1,1773713052037,1773713052037,0
2026-03-16T21:04:18.704265,1,300,1223,10.457277297973633,False,0.0,0,1,1773713058704,1773713058704,0
2026-03-16T21:04:25.401437,1,400,1623,9.985923767089844,False,0.0,0,1,1773713065401,1773713065401,0
2026-03-16T21:04:30.547788,2,0,24,21.942138671875,False,0.0,0,1,1773713070547,1773713070547,0
2026-03-16T21:04:37.215129,2,100,424,13.406991958618164,False,0.0,0,1,1773713077215,1773713077215,0
2026-03-16T21:04:43.884561,2,200,824,11.741161346435547,False,0.0,0,1,1773713083884,1773713083884,0
2026-03-16T21:04:50.541441,2,300,1224,12.61448860168457,False,0.0,0,1,1773713090541,1773713090541,0
2026-03-16T21:04:57.211032,2,400,1624,9.930610656738281,False,0.0,0,1,1773713097211,1773713097211,0
2026-03-16T21:05:02.103816,3,0,24,21.703004837036133,False,0.0,0,1,1773713102103,1773713102103,0
2026-03-16T21:05:08.760883,3,100,424,11.184215545654297,False,0.0,0,1,1773713108760,1773713108760,0
2026-03-16T21:05:15.431064,3,200,824,10.662555694580078,False,0.0,0,1,1773713115431,1773713115431,0
2026-03-16T21:05:22.082641,3,300,1224,6.484746932983398,False,0.0,0,1,1773713122082,1773713122082,0
2026-03-16T21:05:28.740483,3,400,1624,6.957769393920898,False,0.0,0,1,1773713128740,1773713128740,0
2026-03-16T21:05:33.875424,4,0,24,13.424158096313477,False,0.0,0,1,1773713133875,1773713133875,0
2026-03-16T21:05:40.533609,4,100,424,4.433393478393555,False,0.0,0,1,1773713140533,1773713140533,0
2026-03-16T21:05:47.194113,4,200,824,9.793519973754883,False,0.0,0,1,1773713147194,1773713147194,0
2026-03-16T21:05:53.853459,4,300,1224,13.157367706298828,False,0.0,0,1,1773713153853,1773713153853,0
2026-03-16T21:06:00.519430,4,400,1624,6.234645843505859,False,0.0,0,1,1773713160519,1773713160519,0
2026-03-16T21:06:05.109249,5,0,25,5.315303802490234,False,0.0,0,1,1773713165109,1773713165109,0
2026-03-16T21:06:11.769994,5,100,425,8.893728256225586,False,0.0,0,1,1773713171769,1773713171769,0
2026-03-16T21:06:18.441165,5,200,825,8.279085159301758,False,0.0,0,1,1773713178441,1773713178441,0
2026-03-16T21:06:25.096242,5,300,1225,5.631446838378906,False,0.0,0,1,1773713185096,1773713185096,0
2026-03-16T21:06:31.770996,5,400,1625,10.428667068481445,False,0.0,0,1,1773713191770,1773713191770,0
2026-03-16T21:06:36.609208,6,0,25,13.677358627319336,False,0.0,0,1,1773713196609,1773713196609,0
2026-03-16T21:06:43.263692,6,100,425,5.993127822875977,False,0.0,0,1,1773713203263,1773713203263,0
2026-03-16T21:06:49.952916,6,200,825,5.52678108215332,False,0.0,0,1,1773713209952,1773713209952,0
2026-03-16T21:06:56.632067,6,300,1225,12.24207878112793,False,0.0,0,1,1773713216632,1773713216632,0
2026-03-16T21:07:03.303662,6,400,1625,11.681079864501953,False,0.0,0,1,1773713223303,1773713223303,0
2026-03-16T21:07:08.618104,7,0,25,16.394615173339844,False,0.0,0,1,1773713228618,1773713228618,0
2026-03-16T21:07:15.266461,7,100,425,11.756420135498047,False,0.0,0,1,1773713235266,1773713235266,0
2026-03-16T21:07:21.941306,7,200,825,13.17453384399414,False,0.0,0,1,1773713241941,1773713241941,0
2026-03-16T21:07:28.593919,7,300,1225,10.920286178588867,False,0.0,0,1,1773713248593,1773713248593,0
2026-03-16T21:07:35.374472,7,400,1625,4.266262054443359,False,0.0,0,1,1773713255374,1773713255374,0
2026-03-16T21:07:39.318905,8,0,24,11.725664138793945,False,0.0,0,1,1773713259318,1773713259318,0
2026-03-16T21:07:45.961563,8,100,424,9.638786315917969,False,0.0,0,1,1773713265961,1773713265961,0
2026-03-16T21:07:52.632883,8,200,824,9.372472763061523,False,0.0,0,1,1773713272632,1773713272632,0
2026-03-16T21:07:59.291098,8,300,1224,12.14599609375,False,0.0,0,1,1773713279291,1773713279291,0
2026-03-16T21:08:05.963632,8,400,1624,11.780261993408203,False,0.0,0,1,1773713285963,1773713285963,0
2026-03-16T21:08:10.409137,9,0,25,23.372173309326172,False,0.0,0,1,1773713290409,1773713290409,0
2026-03-16T21:08:17.077642,9,100,425,11.203765869140625,False,0.0,0,1,1773713297077,1773713297077,0
2026-03-16T21:08:23.734930,9,200,825,13.401031494140625,False,0.0,0,1,1773713303734,1773713303734,0
2026-03-16T21:08:30.388515,9,300,1225,10.839700698852539,False,0.0,0,1,1773713310388,1773713310388,0
2026-03-16T21:08:37.044316,9,400,1625,10.133028030395508,False,0.0,0,1,1773713317044,1773713317044,0
2026-03-16T21:08:42.606029,10,0,24,17.83299446105957,False,0.0,0,1,1773713322606,1773713322606,0
2026-03-16T21:08:49.274519,10,100,424,10.140657424926758,False,0.0,0,1,1773713329274,1773713329274,0
2026-03-16T21:08:55.931885,10,200,824,13.629674911499023,False,0.0,0,1,1773713335931,1773713335931,0
2026-03-16T21:09:02.589225,10,300,1224,14.583349227905273,False,0.0,0,1,1773713342589,1773713342589,0
2026-03-16T21:09:09.258572,10,400,1624,11.164426803588867,False,0.0,0,1,1773713349258,1773713349258,0
2026-03-16T21:09:13.214800,11,0,24,25.09903907775879,False,0.0,0,1,1773713353214,1773713353214,0
2026-03-16T21:09:19.874678,11,100,424,11.909008026123047,False,0.0,0,1,1773713359874,1773713359874,0
2026-03-16T21:09:26.548350,11,200,824,13.251304626464844,False,0.0,0,1,1773713366548,1773713366548,0
2026-03-16T21:09:33.202487,11,300,1224,11.263132095336914,False,0.0,0,1,1773713373202,1773713373202,0
2026-03-16T21:09:39.856472,11,400,1624,10.831832885742188,False,0.0,0,1,1773713379856,1773713379856,0
2026-03-16T21:09:43.840696,12,0,24,27.22311019897461,False,0.0,0,1,1773713383840,1773713383840,0
2026-03-16T21:09:50.504473,12,100,424,8.825063705444336,False,0.0,0,1,1773713390504,1773713390504,0
2026-03-16T21:09:57.160941,12,200,824,10.92219352722168,False,0.0,0,1,1773713397160,1773713397160,0
2026-03-16T21:10:03.817295,12,300,1224,11.765718460083008,False,0.0,0,1,1773713403817,1773713403817,0
2026-03-16T21:10:10.473025,12,400,1624,11.646270751953125,False,0.0,0,1,1773713410473,1773713410473,0
2026-03-16T21:10:15.259743,13,0,24,15.424013137817383,False,0.0,0,1,1773713415259,1773713415259,0
2026-03-16T21:10:21.905483,13,100,424,12.856006622314453,False,0.0,0,1,1773713421905,1773713421905,0
