timestamp,episode,step,fps,memory_usage_mb,gpu_memory_mb,gpu_utilization_percent,cpu_percent,network_inference_ms,frame_processing_ms,websocket_latency_ms,disk_io_mb_per_sec,temperature_gpu_celsius,power_draw_watts
2026-03-21T02:15:28.979397,2,100,60.0,11457.515625,1469.0,15.0,0.0,0.0,0.0,0.0,183668.08447265625,29.0,0.0
2026-03-21T02:15:35.645028,2,200,60.0,11457.53125,1469.0,18.0,6.3,0.0,0.0,0.0,183687.28369140625,29.0,0.0
2026-03-21T02:22:32.263385,51,300,60.0,12075.90234375,1701.0,46.0,8.0,0.0,0.0,0.0,183831.96875,29.0,0.0
2026-03-21T02:22:38.945467,51,400,60.0,12075.9140625,1701.0,27.0,54.9,0.0,0.0,0.0,183833.1015625,29.0,0.0
2026-03-21T02:49:27.670370,178,500,60.0,12076.875,1729.0,27.0,49.3,0.0,0.0,0.0,184418.37841796875,29.0,0.0
2026-03-21T02:59:40.533758,216,600,60.0,12063.26953125,1739.0,28.000000000000004,50.0,0.0,0.0,0.0,184685.35986328125,29.0,0.0
2026-03-21T02:59:47.378650,216,700,60.0,12077.1015625,1739.0,28.000000000000004,51.1,0.0,0.0,0.0,184687.08251953125,29.0,0.0
2026-03-21T03:27:06.298020,308,800,60.0,12077.67578125,1708.0,38.0,50.9,0.0,0.0,0.0,185513.07861328125,29.0,0.0
2026-03-21T04:29:52.561677,512,900,60.0,12078.265625,1707.0,28.000000000000004,50.8,0.0,0.0,0.0,187072.423828125,29.0,0.0
2026-03-21T04:43:24.605758,553,1000,60.0,12078.42578125,1707.0,28.000000000000004,50.2,0.0,0.0,0.0,187393.71240234375,29.0,0.0
2026-03-21T04:43:31.479214,553,1100,60.0,12078.4296875,1707.0,28.999999999999996,50.3,0.0,0.0,0.0,187396.05224609375,29.0,0.0
2026-03-21T04:43:38.323837,553,1200,60.0,12064.625,1707.0,28.000000000000004,46.2,0.0,0.0,0.0,187397.99365234375,29.0,0.0
2026-03-21T04:43:45.194024,553,1300,60.0,12078.453125,1707.0,27.0,51.9,0.0,0.0,0.0,187399.43505859375,29.0,0.0
2026-03-21T04:43:52.080556,553,1400,60.0,12078.46875,1707.0,27.0,49.5,0.0,0.0,0.0,187400.56005859375,29.0,0.0
2026-03-21T04:43:58.939156,553,1500,60.0,12078.484375,1707.0,26.0,47.2,0.0,0.0,0.0,187402.61083984375,29.0,0.0
