timestamp,episode,duration_seconds,total_steps,total_reward,mario_x_final,mario_x_max,level_completed,death_cause,lives_remaining,score,coins_collected,enemies_killed,powerups_collected,time_remaining,completion_percentage,average_reward_per_step,max_q_value,min_q_value,exploration_actions,exploitation_actions
2026-03-28T00:18:52.886030,1,6.037308692932129,362,-20.05,45,45,False,stuck_timeout,0,0,0,0,0,0,1.4204545454545454,-0.05538674033149171,0.0,0.0,361,0
2026-03-28T00:18:58.901219,2,5.321699619293213,315,-20.800000000000022,42,42,False,stuck_timeout,0,0,0,0,0,0,1.3257575757575757,-0.06603174603174611,0.0,0.0,314,0
2026-03-28T00:19:11.604563,3,11.75193738937378,701,140.75000000000097,189,189,False,death,0,0,0,0,0,0,5.965909090909091,0.20078459343794716,0.0,0.0,699,1
2026-03-28T00:19:18.430082,4,6.067353010177612,362,-23.999999999999986,43,43,False,stuck_timeout,0,0,0,0,0,0,1.3573232323232325,-0.06629834254143642,0.0,0.0,361,0
2026-03-28T00:19:34.245065,5,14.850970029830933,889,175.65000000000268,254,254,False,stuck_timeout,0,0,0,0,0,0,8.017676767676768,0.19758155230596477,0.0,0.0,886,2
2026-03-28T00:19:40.055618,6,5.081922769546509,302,-27.700000000000077,40,40,False,stuck_timeout,0,0,0,0,0,0,1.2626262626262625,-0.09172185430463602,0.0,0.0,301,0
2026-03-28T00:19:50.263403,7,9.363949537277222,562,34.29999999999955,104,104,False,stuck_timeout,0,0,0,0,0,0,3.2828282828282833,0.06103202846975009,0.0,0.0,560,1
2026-03-28T00:19:59.986243,8,8.890562772750854,530,13.549999999999688,84,84,False,stuck_timeout,0,0,0,0,0,0,2.6515151515151514,0.02556603773584847,0.0,0.0,527,2
2026-03-28T00:20:07.151742,9,6.405794143676758,380,-5.850000000000001,61,61,False,stuck_timeout,0,0,0,0,0,0,1.9255050505050504,-0.015394736842105267,0.0,0.0,378,1
2026-03-28T00:20:26.610180,10,18.354217767715454,1100,49.349999999999504,146,146,False,stuck_timeout,0,0,0,0,0,0,4.608585858585858,0.04486363636363591,0.0,0.0,1094,5
2026-03-28T00:20:35.610153,11,8.190510272979736,490,-18.34999999999996,51,51,False,stuck_timeout,0,0,0,0,0,0,1.6098484848484849,-0.03744897959183665,0.0,0.0,487,2
2026-03-28T00:20:41.402280,12,5.067121744155884,302,-27.400000000000087,40,40,False,stuck_timeout,0,0,0,0,0,0,1.2626262626262625,-0.09072847682119234,0.0,0.0,300,1
2026-03-28T00:20:48.231960,13,6.100123167037964,363,-27.60000000000008,40,40,False,stuck_timeout,0,0,0,0,0,0,1.2626262626262625,-0.07603305785123989,0.0,0.0,360,2
2026-03-28T00:21:05.166929,14,15.870511054992676,950,401.7499999999987,462,462,False,stuck_timeout,0,0,0,0,0,0,14.583333333333334,0.4228947368421039,0.0,0.0,943,6
2026-03-28T00:21:21.773075,15,15.585844993591309,932,14.54999999999913,106,106,False,stuck_timeout,0,0,0,0,0,0,3.345959595959596,0.015611587982831686,0.0,0.0,925,6
2026-03-28T00:21:32.672218,16,9.966269731521606,599,113.05000000000118,179,179,False,stuck_timeout,0,0,0,0,0,0,5.650252525252526,0.1887312186978317,0.0,0.0,594,4
